Timestamp,MagneticField_x,MagneticField_y,MagneticField_z
1724743597.151500,5.500000,-4.240000,-37.610000
1724743597.166496,5.500000,-4.270000,-37.600000
1724743597.181393,5.530000,-4.260000,-37.590000
1724743597.195086,5.540000,-4.270000,-37.550000
1724743597.208812,5.490000,-4.270000,-37.600000
1724743597.223494,5.480000,-4.270000,-37.590000
1724743597.238497,5.530000,-4.240000,-37.640000
1724743597.253239,5.520000,-4.230000,-37.570000
1724743597.266984,6.400000,-4.850000,-37.400000
1724743597.281520,6.400000,-4.860000,-37.450000
1724743597.296535,6.400000,-4.860000,-37.420000
1724743597.311208,6.420000,-4.860000,-37.460000
1724743597.324951,6.410000,-4.840000,-37.460000
1724743597.338800,6.410000,-4.860000,-37.360000
1724743597.352836,6.380000,-4.830000,-37.400000
1724743597.367703,4.920000,-4.390000,-37.740000
1724743597.381503,4.930000,-4.380000,-37.790000
1724743597.396412,4.950000,-4.420000,-37.740000
1724743597.411205,4.900000,-4.390000,-37.710000
1724743597.424875,4.940000,-4.390000,-37.770000
1724743597.438579,4.910000,-4.410000,-37.790000
1724743597.453379,4.920000,-4.410000,-37.770000
1724743597.468262,5.240000,-3.980000,-36.510000
1724743597.481879,5.200000,-3.950000,-36.530000
1724743597.496745,5.240000,-3.980000,-36.510000
1724743597.511708,5.210000,-3.960000,-36.550000
1724743597.526532,5.240000,-3.960000,-36.480000
1724743597.541427,5.210000,-3.960000,-36.460000
1724743597.556240,5.200000,-3.980000,-36.520000
1724743597.569685,4.200000,-6.040000,-38.240000
1724743597.584146,4.210000,-6.010000,-38.240000
1724743597.597595,4.180000,-6.030000,-38.180000
1724743597.610928,4.210000,-6.020000,-38.180000
1724743597.625267,4.220000,-6.030000,-38.240000
1724743597.638991,4.200000,-6.010000,-38.240000
1724743597.653384,4.210000,-6.030000,-38.210000
1724743597.666978,4.210000,-6.020000,-38.180000
1724743597.681584,5.500000,-5.710000,-36.790000
1724743597.695032,5.520000,-5.750000,-36.770000
1724743597.708749,5.540000,-5.710000,-36.830000
1724743597.723747,5.530000,-5.730000,-36.810000
1724743597.738440,5.530000,-5.730000,-36.810000
1724743597.753083,5.490000,-5.740000,-36.810000
1724743597.766718,5.520000,-5.750000,-36.830000
1724743597.781094,5.520000,-5.710000,-36.860000
1724743597.794979,5.520000,-5.730000,-36.790000
1724743597.808814,5.510000,-5.710000,-36.790000
1724743597.823628,5.490000,-5.700000,-36.830000
1724743597.838580,5.500000,-5.710000,-36.840000
1724743597.853391,5.500000,-5.710000,-36.810000
1724743597.868191,5.520000,-5.710000,-36.830000
1724743597.881911,5.790000,-4.680000,-36.460000
1724743597.896928,5.800000,-4.740000,-36.480000
1724743597.910724,5.820000,-4.700000,-36.550000
1724743597.924760,5.800000,-4.680000,-36.480000
1724743597.939664,5.810000,-4.700000,-36.510000
1724743597.953449,5.780000,-4.680000,-36.460000
1724743597.967033,5.840000,-4.730000,-36.530000
1724743597.980948,4.930000,-4.390000,-37.770000
1724743597.994593,4.930000,-4.390000,-37.730000
1724743598.009289,4.950000,-4.400000,-37.740000
1724743598.022983,4.900000,-4.390000,-37.740000
1724743598.036582,4.940000,-4.400000,-37.780000
1724743598.051251,4.950000,-4.410000,-37.770000
1724743598.064889,4.950000,-4.390000,-37.760000
1724743598.078515,7.120000,-5.570000,-38.350000
1724743598.093403,7.120000,-5.580000,-38.400000
1724743598.108428,7.130000,-5.590000,-38.420000
1724743598.123071,7.130000,-5.590000,-38.310000
1724743598.136972,7.120000,-5.570000,-38.330000
1724743598.151678,7.120000,-5.560000,-38.380000
1724743598.166532,7.110000,-5.610000,-38.330000
1724743598.181339,6.370000,-4.400000,-36.670000
1724743598.195015,6.410000,-4.410000,-36.650000
1724743598.208755,6.380000,-4.390000,-36.590000
1724743598.223754,6.380000,-4.400000,-36.580000
1724743598.237456,6.420000,-4.410000,-36.700000
1724743598.252412,6.390000,-4.390000,-36.670000
1724743598.267100,6.400000,-4.390000,-36.680000
1724743598.280713,5.500000,-4.240000,-39.010000
1724743598.295013,5.500000,-4.280000,-38.960000
1724743598.308784,5.500000,-4.240000,-39.040000
1724743598.322636,5.500000,-4.250000,-38.990000
1724743598.337303,5.530000,-4.260000,-39.010000
1724743598.350810,5.500000,-4.260000,-39.010000
1724743598.364866,5.500000,-4.270000,-39.010000
1724743598.379710,5.520000,-4.270000,-38.990000
1724743598.394475,5.520000,-4.240000,-38.920000
1724743598.408132,5.500000,-4.240000,-38.950000
1724743598.421491,5.470000,-4.280000,-39.010000
1724743598.434748,5.520000,-4.270000,-38.960000
1724743598.449423,5.530000,-4.270000,-39.040000
1724743598.462700,5.520000,-4.240000,-38.960000
1724743598.477344,5.510000,-4.250000,-38.960000
1724743598.490698,6.240000,-5.300000,-37.090000
1724743598.503846,6.250000,-5.310000,-37.100000
1724743598.518338,6.260000,-5.290000,-37.140000
1724743598.533148,6.250000,-5.300000,-37.120000
1724743598.547027,6.240000,-5.300000,-37.100000
1724743598.560748,6.240000,-5.300000,-37.120000
1724743598.575721,6.250000,-5.300000,-37.140000
1724743598.590557,5.370000,-4.830000,-37.710000
1724743598.605381,5.360000,-4.850000,-37.760000
1724743598.620180,5.370000,-4.830000,-37.710000
1724743598.633972,5.370000,-4.880000,-37.740000
1724743598.647618,5.380000,-4.840000,-37.800000
1724743598.662515,5.350000,-4.860000,-37.710000
1724743598.677411,5.380000,-4.820000,-37.700000
1724743598.692100,6.800000,-4.990000,-36.830000
1724743598.705696,6.820000,-4.990000,-36.820000
1724743598.720071,6.840000,-4.990000,-36.770000
1724743598.733682,6.820000,-4.980000,-36.810000
1724743598.748408,6.820000,-4.980000,-36.830000
1724743598.762882,6.810000,-4.990000,-36.780000
1724743598.777492,6.820000,-4.980000,-36.840000
1724743598.792227,4.640000,-4.410000,-36.340000
1724743598.806694,4.640000,-4.390000,-36.370000
1724743598.821458,4.620000,-4.410000,-36.370000
1724743598.835997,4.640000,-4.430000,-36.390000
1724743598.850339,4.660000,-4.410000,-36.370000
1724743598.863488,4.620000,-4.390000,-36.300000
1724743598.877095,4.640000,-4.410000,-36.320000
1724743598.891449,4.620000,-4.400000,-36.360000
1724743598.904554,4.640000,-4.430000,-36.340000
1724743598.917536,4.650000,-4.410000,-36.320000
1724743598.930625,4.620000,-4.390000,-36.320000
1724743598.943846,4.630000,-4.400000,-36.370000
1724743598.957969,4.640000,-4.400000,-36.370000
1724743598.972341,4.650000,-4.420000,-36.360000
1724743598.985912,4.650000,-4.400000,-36.400000
1724743598.999619,4.640000,-4.390000,-36.310000
1724743599.013987,4.620000,-4.390000,-36.360000
1724743599.027685,4.650000,-4.420000,-36.360000
1724743599.041377,4.640000,-4.420000,-36.370000
1724743599.054820,4.640000,-4.390000,-36.370000
1724743599.069404,4.650000,-4.410000,-36.370000
1724743599.083055,4.630000,-4.390000,-36.320000
1724743599.096839,5.520000,-3.990000,-36.460000
1724743599.111743,5.510000,-3.950000,-36.520000
1724743599.126446,5.540000,-3.970000,-36.500000
1724743599.141340,5.540000,-3.960000,-36.510000
1724743599.156469,5.490000,-3.940000,-36.460000
1724743599.171354,5.530000,-3.980000,-36.520000
1724743599.185000,5.540000,-3.940000,-36.550000
1724743599.198780,5.380000,-4.860000,-38.330000
1724743599.213541,5.360000,-4.860000,-38.370000
1724743599.227640,5.380000,-4.860000,-38.350000
1724743599.241311,5.360000,-4.860000,-38.370000
1724743599.255097,5.390000,-4.830000,-38.390000
1724743599.268977,5.360000,-4.850000,-38.420000
1724743599.282596,5.400000,-4.830000,-38.350000
1724743599.296306,5.680000,-5.610000,-37.760000
1724743599.309860,5.680000,-5.570000,-37.770000
1724743599.323677,5.670000,-5.600000,-37.770000
1724743599.337400,5.650000,-5.580000,-37.740000
1724743599.351518,5.650000,-5.580000,-37.760000
1724743599.366428,5.660000,-5.590000,-37.740000
1724743599.381336,5.650000,-5.580000,-37.770000
1724743599.394988,6.260000,-4.990000,-36.480000
1724743599.408902,6.240000,-4.970000,-36.460000
1724743599.422627,6.240000,-5.000000,-36.460000
1724743599.436507,6.260000,-5.020000,-36.460000
1724743599.451558,6.260000,-4.990000,-36.520000
1724743599.466596,6.240000,-4.990000,-36.500000
1724743599.481568,6.260000,-4.970000,-36.510000
1724743599.495985,6.240000,-5.030000,-36.500000
1724743599.509600,6.260000,-4.990000,-36.520000
1724743599.524229,6.240000,-4.970000,-36.570000
1724743599.537821,6.250000,-4.990000,-36.460000
1724743599.551681,6.260000,-4.980000,-36.460000
1724743599.566527,6.260000,-5.020000,-36.460000
1724743599.581277,6.260000,-4.980000,-36.550000
1724743599.596267,6.250000,-4.950000,-36.500000
1724743599.609736,5.680000,-5.590000,-37.760000
1724743599.623711,5.640000,-5.580000,-37.730000
1724743599.637332,5.680000,-5.610000,-37.780000
1724743599.650683,5.660000,-5.590000,-37.730000
1724743599.663843,5.670000,-5.570000,-37.760000
1724743599.677563,5.680000,-5.570000,-37.710000
1724743599.692233,5.630000,-5.600000,-37.760000
1724743599.705830,6.090000,-4.110000,-37.700000
1724743599.719472,6.110000,-4.090000,-37.790000
1724743599.733196,6.120000,-4.100000,-37.710000
1724743599.746984,6.120000,-4.110000,-37.760000
1724743599.760975,6.110000,-4.130000,-37.710000
1724743599.774631,6.090000,-4.130000,-37.710000
1724743599.789327,6.120000,-4.090000,-37.710000
1724743599.802669,4.200000,-5.710000,-36.840000
1724743599.816237,4.190000,-5.710000,-36.820000
1724743599.829606,4.180000,-5.740000,-36.830000
1724743599.844254,4.200000,-5.740000,-36.740000
1724743599.857599,4.200000,-5.720000,-36.780000
1724743599.871066,4.200000,-5.710000,-36.810000
1724743599.885068,4.180000,-5.720000,-36.810000
1724743599.898815,4.210000,-5.750000,-36.810000
1724743599.913468,5.820000,-3.530000,-37.590000
1724743599.928485,5.820000,-3.520000,-37.570000
1724743599.943567,5.830000,-3.500000,-37.530000
1724743599.958444,5.780000,-3.520000,-37.590000
1724743599.974474,5.810000,-3.530000,-37.610000
1724743599.987857,5.830000,-3.510000,-37.590000
1724743600.001518,5.780000,-3.520000,-37.640000
1724743600.014843,5.820000,-3.530000,-36.780000
1724743600.028874,5.770000,-3.530000,-36.810000
1724743600.042307,5.820000,-3.540000,-36.780000
1724743600.056746,5.810000,-3.540000,-36.800000
1724743600.071362,5.820000,-3.530000,-36.770000
1724743600.084628,5.770000,-3.540000,-36.820000
1724743600.099357,5.800000,-3.540000,-36.790000
1724743600.112487,5.830000,-3.540000,-36.820000
1724743600.127411,5.810000,-3.510000,-36.830000
1724743600.140640,5.810000,-3.510000,-36.780000
1724743600.155355,5.820000,-3.530000,-36.840000
1724743600.168890,5.840000,-3.550000,-36.820000
1724743600.182362,5.810000,-3.530000,-36.810000
1724743600.195669,5.820000,-3.520000,-36.860000
1724743600.209157,4.650000,-5.570000,-35.840000
1724743600.222721,4.650000,-5.570000,-35.840000
1724743600.237334,4.650000,-5.600000,-35.870000
1724743600.251015,4.640000,-5.600000,-35.910000
1724743600.264712,4.640000,-5.570000,-35.870000
1724743600.279521,4.650000,-5.590000,-35.830000
1724743600.293809,4.610000,-5.590000,-35.830000
1724743600.308142,4.620000,-5.590000,-35.910000
1724743600.321322,5.520000,-5.020000,-36.790000
1724743600.334573,5.520000,-4.990000,-36.780000
1724743600.348084,5.520000,-4.990000,-36.810000
1724743600.361773,5.500000,-4.990000,-36.810000
1724743600.376685,5.500000,-4.990000,-36.860000
1724743600.391567,5.520000,-5.000000,-36.820000
1724743600.406254,5.520000,-4.990000,-36.770000
1724743600.419316,3.890000,-6.150000,-37.450000
1724743600.432310,3.890000,-6.160000,-37.460000
1724743600.446357,3.910000,-6.170000,-37.460000
1724743600.459335,3.920000,-6.180000,-37.400000
1724743600.472315,3.920000,-6.150000,-37.400000
1724743600.486343,3.880000,-6.180000,-37.420000
1724743600.499333,3.890000,-6.180000,-37.460000
1724743600.512321,5.190000,-5.290000,-36.820000
1724743600.526336,5.240000,-5.300000,-36.770000
1724743600.539324,5.210000,-5.270000,-36.780000
1724743600.552297,5.240000,-5.290000,-36.820000
1724743600.566278,5.210000,-5.300000,-36.790000
1724743600.579227,5.220000,-5.300000,-36.840000
1724743600.592199,5.240000,-5.300000,-36.870000
1724743600.606252,5.210000,-5.260000,-36.830000
1724743600.619239,5.810000,-5.730000,-38.700000
1724743600.632255,5.790000,-5.730000,-38.660000
1724743600.646279,5.790000,-5.740000,-38.730000
1724743600.659243,5.820000,-5.740000,-38.680000
1724743600.672227,5.800000,-5.710000,-38.730000
1724743600.686284,5.800000,-5.730000,-38.650000
1724743600.699245,5.790000,-5.720000,-38.650000
1724743600.712245,5.800000,-5.740000,-38.700000
1724743600.726269,5.830000,-5.710000,-38.640000
1724743600.739251,5.840000,-5.720000,-38.640000
1724743600.752266,5.830000,-5.700000,-38.690000
1724743600.766284,5.820000,-5.740000,-38.700000
1724743600.779251,5.820000,-5.750000,-38.650000
1724743600.792254,5.820000,-5.740000,-38.740000
1724743600.806282,5.800000,-5.730000,-38.620000
1724743600.819249,4.800000,-5.270000,-38.730000
1724743600.832244,4.770000,-5.290000,-38.660000
1724743600.846286,4.800000,-5.270000,-38.700000
1724743600.859248,4.800000,-5.270000,-38.650000
1724743600.872237,4.780000,-5.300000,-38.690000
1724743600.886286,4.760000,-5.300000,-38.690000
1724743600.899251,4.760000,-5.290000,-38.660000
1724743600.912253,4.770000,-5.320000,-38.680000
1724743600.926279,5.820000,-5.710000,-38.700000
1724743600.939297,5.830000,-5.710000,-38.710000
1724743600.952252,5.800000,-5.740000,-38.620000
1724743600.966279,5.820000,-5.740000,-38.700000
1724743600.979289,5.840000,-5.750000,-38.640000
1724743600.992263,5.800000,-5.730000,-38.730000
1724743601.006271,5.800000,-5.710000,-38.640000
1724743601.019249,5.790000,-5.740000,-38.650000
1724743601.032237,6.070000,-5.160000,-37.710000
1724743601.046275,6.130000,-5.130000,-37.760000
1724743601.059252,6.100000,-5.130000,-37.790000
1724743601.072253,6.100000,-5.150000,-37.740000
1724743601.086284,6.090000,-5.130000,-37.710000
1724743601.099251,6.090000,-5.130000,-37.700000
1724743601.112232,6.110000,-5.150000,-37.710000
1724743601.126284,5.380000,-4.830000,-37.740000
1724743601.139278,5.340000,-4.830000,-37.770000
1724743601.152296,5.370000,-4.830000,-37.730000
1724743601.166373,5.340000,-4.870000,-37.710000
1724743601.179352,5.360000,-4.870000,-37.710000
1724743601.192372,5.390000,-4.860000,-37.820000
1724743601.205423,5.380000,-4.860000,-37.710000
1724743601.218424,5.380000,-4.840000,-37.700000
1724743601.232441,5.360000,-4.830000,-37.740000
1724743601.245536,5.370000,-4.810000,-37.700000
1724743601.258979,5.390000,-4.830000,-37.790000
1724743601.272415,5.380000,-4.830000,-37.710000
1724743601.285560,5.390000,-4.840000,-37.760000
1724743601.298917,5.360000,-4.860000,-37.730000
1724743601.312467,5.380000,-4.880000,-37.740000
1724743601.327111,4.350000,-5.570000,-37.400000
1724743601.340760,4.330000,-5.580000,-37.460000
1724743601.355553,4.350000,-5.570000,-37.400000
1724743601.370187,4.330000,-5.580000,-37.430000
1724743601.383723,4.330000,-5.600000,-37.390000
1724743601.398411,4.360000,-5.590000,-37.370000
1724743601.412309,4.330000,-5.580000,-37.400000
1724743601.425849,4.330000,-5.570000,-37.390000
1724743601.439591,4.780000,-6.010000,-36.780000
1724743601.454417,4.800000,-6.010000,-36.820000
1724743601.468042,4.790000,-6.010000,-36.790000
1724743601.481789,4.800000,-6.020000,-36.770000
1724743601.496790,4.760000,-6.030000,-36.780000
1724743601.511554,4.800000,-6.020000,-36.820000
1724743601.526350,4.780000,-6.020000,-36.820000
1724743601.539775,6.090000,-6.150000,-38.020000
1724743601.553353,6.110000,-6.150000,-38.040000
1724743601.566945,6.080000,-6.150000,-38.010000
1724743601.580713,6.090000,-6.190000,-38.070000
1724743601.595072,6.120000,-6.170000,-38.080000
1724743601.608622,6.110000,-6.170000,-38.070000
1724743601.623313,6.120000,-6.150000,-38.050000
1724743601.636778,4.800000,-5.010000,-37.590000
1724743601.651494,4.800000,-5.020000,-37.550000
1724743601.664845,4.800000,-4.990000,-37.640000
1724743601.678473,4.780000,-4.980000,-37.570000
1724743601.693970,4.760000,-4.980000,-37.530000
1724743601.707615,4.800000,-5.010000,-37.550000
1724743601.722159,4.780000,-4.990000,-37.600000
1724743601.736748,4.780000,-6.440000,-39.010000
1724743601.751318,4.800000,-6.450000,-39.010000
1724743601.764759,4.770000,-6.460000,-38.990000
1724743601.778484,4.800000,-6.490000,-38.920000
1724743601.792921,4.780000,-6.440000,-39.020000
1724743601.806355,4.780000,-6.470000,-38.920000
1724743601.820889,4.790000,-6.490000,-39.010000
1724743601.834446,4.800000,-6.440000,-38.930000
1724743601.848023,4.800000,-6.500000,-38.950000
1724743601.861505,4.780000,-6.450000,-39.040000
1724743601.876060,4.800000,-6.450000,-38.960000
1724743601.889544,4.800000,-6.450000,-38.970000
1724743601.903006,4.770000,-6.450000,-38.960000
1724743601.916471,4.790000,-6.460000,-39.010000
1724743601.930972,4.800000,-6.430000,-39.010000
1724743601.944633,4.200000,-0.000000,-38.620000
1724743601.959125,4.200000,0.010000,-38.650000
1724743601.972452,4.180000,-0.000000,-38.680000
1724743601.986966,4.200000,-0.000000,-38.730000
1724743602.001487,4.220000,-0.010000,-38.650000
1724743602.017132,4.200000,-0.010000,-38.690000
1724743602.030674,4.170000,-0.040000,-38.690000
1724743602.045327,2.740000,2.920000,-36.500000
1724743602.058914,2.730000,2.930000,-36.530000
1724743602.072401,2.730000,2.930000,-36.520000
1724743602.087037,2.720000,2.940000,-36.460000
1724743602.100771,2.720000,2.950000,-36.500000
1724743602.114393,2.740000,2.930000,-36.460000
1724743602.128034,2.750000,2.950000,-36.520000
1724743602.141458,-2.110000,6.740000,-36.810000
1724743602.156023,-2.100000,6.760000,-36.810000
1724743602.169695,-2.100000,6.750000,-36.810000
1724743602.183607,-2.100000,6.710000,-36.820000
1724743602.198469,-2.100000,6.740000,-36.780000
1724743602.214282,-2.120000,6.770000,-36.750000
1724743602.227665,-2.140000,6.770000,-36.820000
1724743602.241215,-8.140000,9.390000,-36.460000
1724743602.254509,-8.120000,9.370000,-36.460000
1724743602.269879,-8.110000,9.410000,-36.500000
1724743602.284427,-8.130000,9.390000,-36.440000
1724743602.298918,-8.150000,9.420000,-36.510000
1724743602.313306,-8.130000,9.370000,-36.520000
1724743602.327725,-8.140000,9.420000,-36.550000
1724743602.342012,-14.710000,11.620000,-35.270000
1724743602.356729,-14.710000,11.580000,-35.220000
1724743602.371613,-14.740000,11.620000,-35.190000
1724743602.387107,-14.710000,11.580000,-35.300000
1724743602.401927,-14.710000,11.610000,-35.270000
1724743602.416389,-14.740000,11.600000,-35.220000
1724743602.432087,-14.740000,11.600000,-35.210000
1724743602.446529,-14.710000,11.580000,-35.230000
1724743602.463041,-14.710000,11.610000,-35.270000
1724743602.476839,-14.690000,11.600000,-35.220000
1724743602.491437,-14.720000,11.600000,-35.190000
1724743602.505837,-14.710000,11.570000,-35.220000
1724743602.520440,-14.730000,11.590000,-35.220000
1724743602.534912,-14.710000,11.610000,-35.270000
1724743602.549473,-20.730000,9.700000,-34.310000
1724743602.563946,-20.760000,9.680000,-34.310000
1724743602.578469,-20.760000,9.680000,-34.270000
1724743602.593849,-20.740000,9.700000,-34.340000
1724743602.608433,-20.720000,9.690000,-34.270000
1724743602.623763,-20.740000,9.700000,-34.270000
1724743602.638540,-20.740000,9.680000,-34.260000
1724743602.651923,-20.720000,10.710000,-34.270000
1724743602.666594,-20.710000,10.730000,-34.310000
1724743602.682087,-20.710000,10.740000,-34.300000
1724743602.696430,-20.770000,10.730000,-34.310000
1724743602.712992,-20.720000,10.690000,-34.340000
1724743602.727538,-20.720000,10.710000,-34.330000
1724743602.742963,-20.720000,10.730000,-34.310000
1724743602.757330,-22.360000,9.530000,-33.040000
1724743602.772813,-22.360000,9.560000,-33.100000
1724743602.787472,-22.360000,9.530000,-33.120000
1724743602.803195,-22.350000,9.570000,-33.040000
1724743602.816779,-22.350000,9.560000,-33.030000
1724743602.831595,-22.340000,9.540000,-33.070000
1724743602.846347,-22.340000,9.520000,-33.040000
1724743602.859910,-26.430000,9.120000,-31.710000
1724743602.874457,-26.450000,9.120000,-31.630000
1724743602.888021,-26.440000,9.120000,-31.700000
1724743602.901501,-26.470000,9.120000,-31.680000
1724743602.916142,-26.440000,9.090000,-31.670000
1724743602.929464,-26.440000,9.110000,-31.700000
1724743602.945244,-26.470000,9.090000,-31.670000
1724743602.958659,-26.460000,9.090000,-31.660000
1724743602.974361,-26.440000,9.110000,-31.680000
1724743602.989922,-26.460000,9.120000,-31.700000
1724743603.004182,-26.440000,9.120000,-31.690000
1724743603.018613,-26.450000,9.090000,-31.610000
1724743603.033106,-26.440000,9.090000,-31.630000
1724743603.046754,-26.470000,9.090000,-31.650000
1724743603.061335,-26.420000,9.120000,-31.700000
1724743603.075880,-26.440000,9.110000,-31.680000
1724743603.090459,-26.470000,9.100000,-31.620000
1724743603.106240,-26.470000,9.110000,-31.620000
1724743603.120707,-26.440000,9.090000,-31.620000
1724743603.135572,-26.440000,9.090000,-31.710000
1724743603.150962,-26.440000,9.100000,-31.650000
1724743603.165566,-35.560000,0.450000,-25.080000
1724743603.181198,-35.520000,0.410000,-25.110000
1724743603.194621,-35.560000,0.400000,-25.140000
1724743603.210350,-35.520000,0.450000,-25.090000
1724743603.225021,-35.530000,0.450000,-25.090000
1724743603.239681,-35.560000,0.450000,-25.090000
1724743603.254280,-39.370000,-5.290000,-23.230000
1724743603.270002,-39.350000,-5.300000,-23.280000
1724743603.284622,-39.360000,-5.270000,-23.270000
1724743603.300627,-39.380000,-5.300000,-23.270000
1724743603.316127,-39.350000,-5.310000,-23.220000
1724743603.329577,-39.350000,-5.270000,-23.270000
1724743603.344197,-39.350000,-5.250000,-23.210000
1724743603.357821,-39.930000,-12.170000,-24.200000
1724743603.372683,-39.960000,-12.180000,-24.150000
1724743603.387207,-39.950000,-12.200000,-24.150000
1724743603.401863,-39.960000,-12.200000,-24.190000
1724743603.416625,-39.920000,-12.170000,-24.150000
1724743603.432220,-39.930000,-12.190000,-24.170000
1724743603.445783,-39.960000,-12.200000,-24.210000
1724743603.460409,-38.320000,-18.060000,-25.710000
1724743603.476097,-38.320000,-18.040000,-25.700000
1724743603.489461,-38.340000,-18.050000,-25.690000
1724743603.505187,-38.360000,-18.050000,-25.770000
1724743603.518489,-38.310000,-18.070000,-25.710000
1724743603.534086,-38.340000,-18.040000,-25.780000
1724743603.547595,-38.340000,-18.060000,-25.740000
1724743603.562928,-38.350000,-18.040000,-25.740000
1724743603.576394,-38.350000,-18.050000,-25.690000
1724743603.590961,-38.320000,-18.070000,-25.760000
1724743603.604446,-38.320000,-18.050000,-25.790000
1724743603.618926,-38.330000,-18.050000,-25.790000
1724743603.632452,-38.340000,-18.040000,-25.710000
1724743603.646928,-38.320000,-18.070000,-25.700000
1724743603.661265,-27.190000,-32.890000,-29.200000
1724743603.674589,-27.180000,-32.890000,-29.200000
1724743603.688076,-27.160000,-32.880000,-29.140000
1724743603.701496,-27.180000,-32.860000,-29.170000
1724743603.716103,-27.180000,-32.920000,-29.130000
1724743603.729545,-27.160000,-32.870000,-29.200000
1724743603.744100,-27.170000,-32.890000,-29.110000
1724743603.757576,-27.180000,-32.880000,-29.140000
1724743603.772075,-15.470000,-35.370000,-33.320000
1724743603.785751,-15.450000,-35.370000,-33.340000
1724743603.799501,-15.440000,-35.400000,-33.410000
1724743603.814992,-15.460000,-35.370000,-33.380000
1724743603.828453,-15.460000,-35.370000,-33.340000
1724743603.842892,-15.450000,-35.400000,-33.350000
1724743603.856669,-15.440000,-35.390000,-33.450000
1724743603.870371,-6.220000,-31.110000,-35.900000
1724743603.886237,-6.200000,-31.110000,-35.870000
1724743603.900769,-6.200000,-31.100000,-35.820000
1724743603.915536,-6.200000,-31.140000,-35.840000
1724743603.930991,-6.180000,-31.140000,-35.900000
1724743603.944464,-6.210000,-31.110000,-35.900000
