Timestamp,EncoderCount
1724305709.452496063,219
1724305709.456659120,219
1724305709.460716835,219
1724305709.464831727,219
1724305709.468911785,219
1724305709.473008053,219
1724305709.477097431,219
1724305709.481243495,219
1724305709.485267238,219
1724305709.489345162,219
1724305709.493518718,219
1724305709.497596633,219
1724305709.501928880,219
1724305709.506034030,219
1724305709.510068907,219
1724305709.514014715,219
1724305709.518255953,219
1724305709.522269742,219
1724305709.526454994,219
1724305709.530261610,219
1724305709.534442492,219
1724305709.538574638,219
1724305709.542733272,219
1724305709.546733299,219
1724305709.550951616,219
1724305709.554906488,219
1724305709.559029987,219
1724305709.563072650,219
1724305709.567290499,219
1724305709.571357675,219
1724305709.575346185,219
1724305709.579514594,219
1724305709.583738038,219
1724305709.587787675,219
1724305709.591800262,219
1724305709.595944113,219
1724305709.600013037,219
1724305709.604124858,219
1724305709.607685891,219
1724305709.611290529,219
1724305709.615970016,219
1724305709.619485496,219
1724305709.624124691,219
1724305709.627652128,219
1724305709.632277452,219
1724305709.635825297,219
1724305709.640548283,219
1724305709.644074308,219
1724305709.648818158,219
1724305709.652190839,219
1724305709.656261171,219
1724305709.660480414,219
1724305709.664476421,219
1724305709.668698905,219
1724305709.672717113,219
1724305709.676792530,219
1724305709.680915211,219
1724305709.684981258,219
1724305709.689143654,219
1724305709.693336971,219
1724305709.697388941,219
1724305709.701367407,219
1724305709.705444594,219
1724305709.709702536,219
1724305709.713824226,219
1724305709.717774950,219
1724305709.721949734,219
1724305709.726013846,219
1724305709.730081658,219
1724305709.734167072,219
1724305709.738217905,219
1724305709.742434449,219
1724305709.746513770,219
1724305709.750632110,219
1724305709.754834910,219
1724305709.758780987,219
1724305709.762916005,219
1724305709.766844966,219
1724305709.771064832,219
1724305709.775045016,219
1724305709.779187788,219
1724305709.783350965,219
1724305709.787347210,219
1724305709.791498564,219
1724305709.795575401,219
1724305709.799615756,219
1724305709.803761742,219
1724305709.807807705,219
1724305709.811854044,219
1724305709.816096483,219
1724305709.820028756,219
1724305709.824177934,219
1724305709.828334808,219
1724305709.832397008,219
1724305709.836629801,219
1724305709.840640096,219
1724305709.844723599,219
1724305709.848819052,219
1724305709.852725728,219
1724305709.856840352,219
1724305709.860916406,219
1724305709.865016655,219
1724305709.869149621,219
1724305709.873202629,219
1724305709.877412317,219
1724305709.881446650,219
1724305709.885563674,219
1724305709.889634228,219
1724305709.893783431,219
1724305709.897842615,219
1724305709.901880481,219
1724305709.906197385,219
1724305709.910301008,219
1724305709.914267569,219
1724305709.918318697,219
1724305709.922505462,219
1724305709.926570009,219
1724305709.930558184,219
1724305709.934719419,219
1724305709.938840210,219
1724305709.942922934,219
1724305709.947023719,219
1724305709.951097215,219
1724305709.955210523,219
1724305709.959242324,219
1724305709.963301823,219
1724305709.967518724,219
1724305709.971603846,219
1724305709.975750748,219
1724305709.979703405,219
1724305709.983846611,219
1724305709.987981218,219
1724305709.992138242,219
1724305709.996286438,219
1724305710.000426715,219
1724305710.004538208,219
1724305710.008516401,219
1724305710.012559991,219
1724305710.016759621,219
1724305710.020673853,219
1724305710.024906396,219
1724305710.029117186,219
1724305710.033190923,219
1724305710.037304820,219
1724305710.041176060,219
1724305710.045413605,219
1724305710.049408469,219
1724305710.053552919,219
1724305710.057663571,219
1724305710.061757024,219
1724305710.065743260,219
1724305710.069891483,219
1724305710.074087688,219
1724305710.078153097,219
1724305710.082172401,219
1724305710.086231903,219
1724305710.090309647,219
1724305710.094423930,219
1724305710.098875468,219
1724305710.102737966,219
1724305710.106858519,219
1724305710.110938384,219
1724305710.115031414,219
1724305710.119101565,219
1724305710.123254556,219
1724305710.127199880,219
1724305710.131319036,219
1724305710.135528028,219
1724305710.139620250,219
1724305710.143668217,219
1724305710.147796117,219
1724305710.151877658,219
1724305710.154372282,219
1724305710.158055484,219
1724305710.161763853,219
1724305710.166383032,219
1724305710.170179017,219
1724305710.174120537,219
1724305710.177854297,219
1724305710.182522079,219
1724305710.186170157,219
1724305710.190952784,219
1724305710.194535410,219
1724305710.198274343,219
1724305710.202176357,219
1724305710.206331622,219
1724305710.210466185,219
1724305710.214503934,219
1724305710.218611927,219
1724305710.222714317,219
1724305710.226829704,219
1724305710.230855268,219
1724305710.234975570,219
1724305710.239070386,219
1724305710.243182909,219
1724305710.247177249,219
1724305710.251295247,219
1724305710.255451570,219
1724305710.259455975,219
1724305710.263801684,219
1724305710.267821270,219
1724305710.271885159,219
1724305710.276027367,219
1724305710.280282094,219
1724305710.284245491,219
1724305710.288453892,219
1724305710.292396856,219
1724305710.296540449,219
1724305710.300485547,219
1724305710.304653597,219
1724305710.308731760,219
1724305710.313051606,219
1724305710.317115984,219
1724305710.321207922,219
1724305710.325170229,219
1724305710.329180909,219
1724305710.333242648,219
1724305710.337341572,219
1724305710.341470103,219
1724305710.345615050,219
1724305710.349673232,219
1724305710.353836624,219
1724305710.357793889,219
1724305710.361904332,219
1724305710.366109892,219
1724305710.370255049,219
1724305710.374193492,219
1724305710.378501931,219
1724305710.382445542,219
1724305710.386541158,219
1724305710.390613501,219
1724305710.394659168,219
1724305710.398818060,219
1724305710.402812623,219
1724305710.406951858,219
1724305710.410991215,219
1724305710.415196383,219
1724305710.419187992,219
1724305710.423281547,219
1724305710.427360182,219
1724305710.431548997,219
1724305710.435637737,219
1724305710.439876349,219
1724305710.443842743,219
1724305710.447951823,219
1724305710.451914573,219
1724305710.456123189,219
1724305710.460338048,219
1724305710.464342798,219
1724305710.468354600,219
1724305710.472485275,219
1724305710.476506843,219
1724305710.480614313,219
1724305710.484740833,219
1724305710.488888600,219
1724305710.492928742,219
1724305710.497077728,219
1724305710.501188541,219
1724305710.505231726,219
1724305710.509308996,219
1724305710.513378640,219
1724305710.517529194,219
1724305710.521632636,219
1724305710.525793411,219
1724305710.529815559,219
1724305710.533921054,219
1724305710.538010693,219
1724305710.542142127,219
1724305710.546188100,219
1724305710.550263585,219
1724305710.554398946,219
1724305710.558447539,219
1724305710.562589596,219
1724305710.566716779,219
1724305710.570875054,219
1724305710.574910633,219
1724305710.578802652,219
1724305710.583078195,219
1724305710.587297100,219
1724305710.591331789,219
1724305710.595244519,219
1724305710.599458607,219
1724305710.603543943,219
1724305710.607552720,219
1724305710.611775993,219
1724305710.615793234,219
1724305710.619897279,219
1724305710.624073309,219
1724305710.628121295,219
1724305710.632200591,219
1724305710.636270040,219
1724305710.640335014,219
1724305710.644390677,219
1724305710.648496901,219
1724305710.652604099,219
1724305710.656716964,219
1724305710.660823727,219
1724305710.664882475,219
1724305710.668999157,219
1724305710.673108724,219
1724305710.677238728,219
1724305710.681274671,219
1724305710.685380584,219
1724305710.689555191,219
1724305710.693611567,219
1724305710.697692448,219
1724305710.701740358,219
1724305710.705295449,219
1724305710.708816809,219
1724305710.713403592,219
1724305710.718123201,219
1724305710.721625033,219
1724305710.726227618,219
1724305710.729726393,219
1724305710.734371712,219
1724305710.737832391,219
1724305710.742415978,219
1724305710.745962494,219
1724305710.749781778,219
1724305710.753918550,219
1724305710.757937183,219
1724305710.762148969,219
1724305710.766181133,219
1724305710.770255295,219
1724305710.774384324,219
1724305710.778473635,219
1724305710.782632829,219
1724305710.786627680,219
1724305710.790799052,219
1724305710.794838685,219
1724305710.798905298,219
1724305710.803001834,219
1724305710.807097337,219
1724305710.811211896,219
1724305710.815300366,219
1724305710.819354195,219
1724305710.823543720,219
1724305710.827578386,219
1724305710.831648044,219
1724305710.835775442,219
1724305710.839857171,219
1724305710.844019506,219
1724305710.848043567,219
1724305710.852127308,219
1724305710.856223932,219
1724305710.860350184,219
1724305710.864430293,219
1724305710.868549594,219
1724305710.872638978,219
1724305710.876724333,219
1724305710.880814593,219
1724305710.884949408,219
1724305710.889033098,219
1724305710.893128069,219
1724305710.897190595,219
1724305710.901296687,219
1724305710.905451859,219
1724305710.909612526,219
1724305710.913588552,219
1724305710.917729743,219
1724305710.921822640,219
1724305710.925988177,219
1724305710.930039635,219
1724305710.934111742,219
1724305710.938170562,219
1724305710.942281655,219
1724305710.946388800,219
1724305710.950491545,219
1724305710.954533478,219
1724305710.958677540,219
1724305710.962735864,219
1724305710.966829065,219
1724305710.970939813,219
1724305710.975034997,219
1724305710.979094058,219
1724305710.983154977,219
1724305710.987273908,219
1724305710.991420924,219
1724305710.995604580,219
1724305710.999608421,219
1724305711.003682470,219
1724305711.007776993,219
1724305711.011866542,219
1724305711.015969035,219
1724305711.020062544,219
1724305711.024147614,219
1724305711.028247880,219
1724305711.032408200,219
1724305711.036469612,219
1724305711.040523183,219
1724305711.044620140,219
1724305711.048741705,219
1724305711.052828995,219
1724305711.057005217,219
1724305711.061000900,219
1724305711.065127279,219
1724305711.069215529,219
1724305711.073309824,219
1724305711.077385974,219
1724305711.081530639,219
1724305711.085631182,219
1724305711.089722886,219
1724305711.093901236,219
1724305711.097938159,219
1724305711.102067362,219
1724305711.106077953,219
1724305711.110203777,219
1724305711.114286452,219
1724305711.118487687,219
1724305711.123812959,219
1724305711.127843174,219
1724305711.131946019,219
1724305711.136032540,219
1724305711.140019524,219
1724305711.144210067,219
1724305711.148388278,219
1724305711.152492314,219
1724305711.156600486,219
1724305711.160696728,219
1724305711.164781384,219
1724305711.169009875,219
1724305711.173011051,219
1724305711.177110844,219
1724305711.181194425,219
1724305711.185329404,219
1724305711.189389352,219
1724305711.193534921,219
1724305711.197552095,219
1724305711.201544547,219
1724305711.205992447,219
1724305711.209718961,219
1724305711.213786457,219
1724305711.218245844,219
1724305711.222347998,219
1724305711.226267394,219
1724305711.230357061,219
1724305711.234342408,219
1724305711.238383024,219
1724305711.242675446,219
1724305711.246799453,219
1724305711.250860203,219
1724305711.254816465,219
1724305711.259084862,219
1724305711.263154786,219
1724305711.267272249,219
1724305711.271341290,219
1724305711.275481062,219
1724305711.279610920,219
1724305711.283652727,219
1724305711.287734812,219
1724305711.291748003,219
1724305711.295919330,219
1724305711.299810716,219
1724305711.303962796,219
1724305711.308204803,219
1724305711.312351209,219
1724305711.316330201,219
1724305711.320612549,219
1724305711.324557170,219
1724305711.328757781,219
1724305711.332678715,219
1724305711.336934828,219
1724305711.341001955,219
1724305711.345150161,219
1724305711.349178154,219
1724305711.353380617,219
1724305711.357543686,219
1724305711.361561031,219
1724305711.365807027,219
1724305711.369900388,219
1724305711.373737005,219
1724305711.378067068,219
1724305711.382120684,219
1724305711.386238361,219
1724305711.390053527,219
1724305711.394222480,219
1724305711.398454964,219
1724305711.402490283,219
1724305711.406535221,219
1724305711.410662066,219
1724305711.414639354,219
1724305711.418889185,219
1724305711.422965442,219
1724305711.426963508,219
1724305711.431063702,219
1724305711.435014520,219
1724305711.438595038,219
1724305711.442058926,219
1724305711.446723708,219
1724305711.450225169,219
1724305711.454991357,219
1724305711.458746888,219
1724305711.463478742,219
1724305711.466977688,219
1724305711.471547877,219
1724305711.475125899,219
1724305711.479790694,219
1724305711.482999983,219
1724305711.487169762,219
1724305711.491190685,219
1724305711.495276038,219
1724305711.499323754,219
1724305711.503738466,219
1724305711.507670080,219
1724305711.511514477,219
1724305711.515710815,219
1724305711.519900376,219
1724305711.523981862,219
1724305711.527950748,219
1724305711.532009660,219
1724305711.536319196,219
1724305711.540366662,219
1724305711.544436456,219
1724305711.548515903,219
1724305711.552739526,219
1724305711.556749621,219
1724305711.560844357,219
1724305711.564919669,219
1724305711.568954170,219
1724305711.573120510,219
1724305711.577186488,219
1724305711.581296742,219
1724305711.585375231,219
1724305711.589445293,219
1724305711.593634926,219
1724305711.597750964,219
1724305711.601794267,219
1724305711.605872215,219
1724305711.610039900,219
1724305711.614216779,219
1724305711.618171440,219
1724305711.622342316,219
1724305711.626339802,219
1724305711.630535842,219
1724305711.634658286,219
1724305711.638696665,219
1724305711.642711879,219
1724305711.646808200,219
1724305711.650870309,219
1724305711.655067640,219
1724305711.659117627,219
1724305711.663244805,219
1724305711.667290610,219
1724305711.671362340,219
1724305711.675521079,219
1724305711.679710400,220
1724305711.683819875,220
1724305711.687903079,220
1724305711.691899388,221
1724305711.695962843,221
1724305711.700075683,221
1724305711.704191614,222
1724305711.708342567,223
1724305711.712379087,223
1724305711.716468088,224
1724305711.720503145,224
1724305711.724682130,225
1724305711.728761544,226
1724305711.732843351,226
1724305711.737137844,227
1724305711.741065617,228
1724305711.745207873,229
1724305711.749344685,229
1724305711.753278379,230
1724305711.757323191,230
1724305711.761487582,231
1724305711.765572461,232
1724305711.769740513,232
1724305711.773826366,233
1724305711.777853184,233
1724305711.781966720,234
1724305711.786037890,235
1724305711.790146897,236
1724305711.794282136,236
1724305711.798373708,237
1724305711.802461498,238
1724305711.806536259,239
1724305711.810619625,240
1724305711.814735582,241
1724305711.818874623,242
1724305711.822942760,243
1724305711.827069776,244
1724305711.831210213,245
1724305711.835119232,246
1724305711.839327401,248
1724305711.843345077,249
1724305711.847518640,250
1724305711.851603640,251
1724305711.855781683,253
1724305711.859772543,254
1724305711.863856587,255
1724305711.868035113,257
1724305711.872172280,258
1724305711.876242773,260
1724305711.880326910,261
1724305711.884337338,263
1724305711.888439045,264
1724305711.892548650,266
1724305711.896646812,267
1724305711.900782923,269
1724305711.904786446,270
1724305711.908895966,272
1724305711.913008372,273
1724305711.917101345,275
1724305711.921269735,277
1724305711.925360263,278
1724305711.929530827,279
1724305711.933591566,281
1724305711.937678027,282
1724305711.941727164,284
1724305711.945905415,285
1724305711.949881637,287
1724305711.954030287,288
1724305711.958121035,290
1724305711.962164946,292
1724305711.966288172,293
1724305711.970320907,295
1724305711.974452085,296
1724305711.978589476,298
1724305711.982603243,300
1724305711.985080500,301
1724305711.988604235,303
1724305711.992174926,305
1724305711.996802333,307
1724305712.000416605,308
1724305712.005007618,310
1724305712.008529166,312
1724305712.013187471,314
1724305712.016741668,316
1724305712.021355345,317
1724305712.024913264,319
1724305712.029498910,321
1724305712.033097662,323
1724305712.037153249,325
1724305712.041232841,327
1724305712.045356296,329
1724305712.049436065,331
1724305712.053550150,333
1724305712.057638068,335
1724305712.061768471,337
1724305712.065888885,339
1724305712.069910486,341
1724305712.074034573,343
1724305712.078119725,345
1724305712.082269559,347
1724305712.086387731,349
1724305712.090425846,351
1724305712.094510403,353
1724305712.098605820,355
1724305712.102659139,357
1724305712.106776622,359
1724305712.110875754,361
1724305712.115034558,363
1724305712.119065815,365
1724305712.123169290,367
1724305712.127238688,369
1724305712.131333404,372
1724305712.135461817,374
1724305712.139500911,376
1724305712.143637610,378
1724305712.147755499,381
1724305712.151849361,383
1724305712.155912762,385
1724305712.160008034,388
1724305712.164124109,390
1724305712.168206808,392
1724305712.172302450,395
1724305712.176368148,397
1724305712.180470426,399
1724305712.184576588,402
1724305712.188711589,404
1724305712.192786822,407
1724305712.196892417,409
1724305712.200986431,412
1724305712.205064606,414
1724305712.209191930,416
1724305712.213294197,419
1724305712.217338718,421
1724305712.221425520,424
1724305712.225540022,427
1724305712.229606110,429
1724305712.233741214,432
1724305712.237837005,434
1724305712.241893739,437
1724305712.245988042,439
1724305712.250073685,442
1724305712.254174701,444
1724305712.258312179,447
1724305712.262432420,449
1724305712.266506403,452
1724305712.270637865,454
1724305712.274685107,457
1724305712.278771082,459
1724305712.282888601,461
1724305712.287012548,464
1724305712.291122786,466
1724305712.295157875,469
1724305712.299186198,471
1724305712.303317403,473
1724305712.307435277,476
1724305712.311497961,478
1724305712.315604430,481
1724305712.319734828,483
1724305712.323872227,485
1724305712.327886620,488
1724305712.332024398,490
1724305712.336094015,493
1724305712.340185852,495
1724305712.344274105,498
1724305712.348339194,501
1724305712.352475156,503
1724305712.356530628,506
1724305712.360654101,508
1724305712.364844975,511
1724305712.368872701,513
1724305712.372996738,516
1724305712.377055632,519
1724305712.381160634,521
1724305712.385316612,524
1724305712.389423873,527
1724305712.393542632,529
1724305712.397628918,532
1724305712.401668535,535
1724305712.405735163,538
1724305712.409876872,541
1724305712.413937555,543
1724305712.418080926,546
1724305712.422134405,549
1724305712.426310920,552
1724305712.430336059,555
1724305712.434529037,558
1724305712.438563030,560
1724305712.442609335,563
1724305712.446916821,566
1724305712.451044339,569
1724305712.454999834,572
1724305712.459020193,575
1724305712.463080489,578
1724305712.467130807,581
1724305712.471254487,584
1724305712.475382148,587
1724305712.479541866,590
1724305712.483704615,593
1724305712.487725971,596
1724305712.491757189,599
1724305712.495886557,602
1724305712.499963078,605
1724305712.504063346,608
1724305712.508109580,611
1724305712.512287056,613
1724305712.516296090,616
1724305712.520368044,619
1724305712.524464289,622
1724305712.528606756,625
1724305712.532823600,628
1724305712.536357629,630
1724305712.540051101,633
1724305712.544547444,636
1724305712.548002988,638
1724305712.552890095,641
1724305712.556665077,644
1724305712.561176142,647
1724305712.564573554,649
1724305712.569205182,652
1724305712.572946832,655
1724305712.577646427,657
1724305712.580669991,660
1724305712.584773520,663
1724305712.588912174,665
1724305712.593041283,668
1724305712.597113137,671
1724305712.601180883,674
1724305712.605373057,677
1724305712.609542793,679
1724305712.613529987,682
1724305712.617662194,685
1724305712.621824425,688
1724305712.625995069,691
1724305712.630076298,694
1724305712.634064184,697
1724305712.638168167,699
1724305712.642293770,702
1724305712.646350764,705
1724305712.650492671,708
1724305712.654534466,711
1724305712.658630960,714
1724305712.662779919,717
1724305712.666849434,720
1724305712.670925433,723
1724305712.675012092,726
1724305712.679152061,729
1724305712.683148884,732
1724305712.687222003,735
1724305712.691405777,738
1724305712.695442721,741
1724305712.699700873,745
1724305712.703784305,748
1724305712.707803182,751
1724305712.711981715,754
1724305712.716097885,757
1724305712.720192989,760
1724305712.724239740,763
1724305712.728367808,766
1724305712.732478754,769
1724305712.736472411,772
1724305712.740581496,775
1724305712.744672205,778
1724305712.748830992,781
1724305712.753033144,785
1724305712.757102213,788
1724305712.761104805,791
1724305712.765132308,794
1724305712.769241120,797
1724305712.773341687,800
1724305712.777411966,803
1724305712.781478476,806
1724305712.785646195,809
1724305712.789586863,813
1724305712.793868275,816
1724305712.797949878,819
1724305712.801955297,822
1724305712.806117911,825
1724305712.810212588,828
1724305712.814305173,831
1724305712.818438851,834
1724305712.822470516,837
1724305712.826546540,840
1724305712.830698083,843
1724305712.834871801,846
1724305712.838821181,849
1724305712.842974558,852
1724305712.847096560,855
1724305712.851105934,858
1724305712.855289657,861
1724305712.859337492,863
1724305712.863393885,866
1724305712.867478129,869
1724305712.871696906,872
1724305712.875629180,875
1724305712.879732197,878
1724305712.883877651,881
1724305712.888005620,884
1724305712.892147825,887
1724305712.896355107,890
1724305712.900284385,893
1724305712.904517390,896
1724305712.908660685,899
1724305712.912526717,901
1724305712.916658640,904
1724305712.920862688,907
1724305712.924742265,910
1724305712.929009863,913
1724305712.932983076,916
1724305712.937240403,919
1724305712.941308584,922
1724305712.945290616,925
1724305712.949352585,928
1724305712.953567026,931
1724305712.957699874,934
1724305712.961780365,937
1724305712.965899931,940
1724305712.970003124,944
1724305712.973897491,947
1724305712.978271175,950
1724305712.982415663,953
1724305712.986408514,956
1724305712.990426141,959
1724305712.994642463,962
1724305712.998685313,965
1724305713.002958114,968
1724305713.006974051,971
1724305713.010960636,974
1724305713.014922931,977
1724305713.018971883,981
1724305713.023088605,984
1724305713.027072643,987
1724305713.031174109,990
1724305713.035400823,993
1724305713.039441368,996
1724305713.043558329,999
1724305713.047622666,1002
1724305713.051699683,1005
1724305713.055879752,1008
1724305713.059867372,1011
1724305713.063984658,1014
1724305713.068089122,1017
1724305713.072179092,1020
1724305713.076273815,1023
1724305713.080426467,1026
1724305713.082933540,1029
1724305713.086457469,1032
1724305713.090019420,1035
1724305713.094667561,1038
1724305713.098173146,1041
1724305713.102917375,1044
1724305713.106382183,1047
1724305713.111018063,1050
1724305713.114655611,1053
1724305713.119281938,1056
1724305713.122845470,1059
1724305713.127497899,1062
1724305713.131043527,1065
1724305713.134861103,1068
1724305713.139021056,1071
1724305713.143116359,1073
1724305713.147330974,1077
1724305713.151379765,1079
1724305713.155403810,1082
1724305713.159494072,1085
1724305713.163593372,1088
1724305713.167657211,1091
1724305713.171764711,1094
1724305713.175835388,1097
1724305713.179940047,1100
1724305713.184024889,1103
1724305713.188212904,1106
1724305713.192277807,1109
1724305713.196413129,1112
1724305713.200681568,1115
1724305713.204703803,1118
1724305713.208818855,1121
1724305713.212957472,1124
1724305713.216996444,1127
1724305713.220909561,1130
1724305713.225039196,1133
1724305713.229253466,1136
1724305713.233261082,1139
1724305713.237415527,1142
1724305713.241483525,1145
1724305713.245550778,1148
1724305713.249638271,1151
1724305713.253735660,1154
1724305713.257884843,1157
1724305713.261872930,1160
1724305713.266039670,1163
1724305713.270246024,1166
1724305713.274310157,1169
1724305713.278445297,1172
1724305713.282474756,1175
1724305713.286749975,1178
1724305713.290561094,1181
1724305713.294893270,1184
1724305713.298948939,1187
1724305713.302981586,1189
1724305713.307091012,1192
1724305713.311149759,1195
1724305713.315143499,1198
1724305713.319418701,1201
1724305713.323482156,1204
1724305713.327424033,1207
1724305713.331566271,1209
1724305713.335588005,1212
1724305713.339666567,1215
1724305713.343743095,1218
1724305713.347869175,1221
1724305713.351945803,1224
1724305713.356067366,1227
1724305713.360114551,1230
1724305713.364235311,1233
1724305713.368328246,1235
1724305713.372478902,1238
1724305713.376588541,1241
1724305713.380726468,1244
1724305713.384795319,1247
1724305713.388939475,1250
1724305713.393002191,1253
1724305713.396974682,1256
1724305713.401134909,1259
1724305713.405239391,1262
1724305713.409314931,1265
1724305713.413406638,1268
1724305713.417570692,1271
1724305713.421574415,1274
1724305713.425695471,1277
1724305713.429794952,1280
1724305713.433856360,1283
1724305713.437950554,1286
1724305713.442145007,1289
1724305713.446305623,1292
1724305713.450315971,1294
1724305713.454433672,1297
1724305713.458462389,1300
1724305713.462611746,1303
1724305713.466704452,1306
1724305713.470864460,1309
1724305713.475091132,1312
1724305713.479006009,1315
1724305713.510644414,1318
1724305713.510659132,1320
1724305713.510673100,1323
1724305713.510686015,1326
1724305713.510699097,1329
1724305713.510723995,1332
1724305713.510737592,1334
1724305713.511834721,1337
1724305713.515784782,1340
1724305713.519860322,1343
1724305713.523974740,1346
1724305713.528052329,1348
1724305713.532220404,1351
1724305713.536316176,1354
1724305713.540350133,1357
1724305713.544340925,1360
1724305713.548609369,1362
1724305713.552631946,1365
1724305713.556761402,1368
1724305713.560815688,1371
1724305713.565069428,1374
1724305713.569061901,1377
1724305713.573168697,1379
1724305713.577336652,1382
1724305713.581229708,1385
1724305713.585469855,1388
1724305713.589570486,1391
1724305713.593728402,1394
1724305713.597657387,1397
1724305713.601676366,1399
1724305713.606065447,1402
1724305713.610149498,1405
1724305713.614191484,1408
1724305713.618324253,1411
1724305713.622350985,1414
1724305713.629538540,1419
1724305713.633394730,1422
1724305713.637448263,1425
1724305713.641588250,1428
1724305713.645611309,1431
1724305713.649760882,1434
1724305713.653871582,1436
1724305713.658012426,1439
1724305713.662129342,1442
1724305713.666212793,1445
1724305713.670280941,1448
1724305713.674296918,1451
1724305713.678385049,1454
1724305713.682484927,1457
1724305713.686576448,1460
1724305713.690767452,1463
1724305713.694778927,1465
1724305713.698874629,1468
1724305713.703031564,1471
1724305713.707070043,1474
1724305713.711164728,1477
1724305713.715260876,1480
1724305713.719392260,1483
1724305713.723565989,1485
1724305713.727773892,1488
1724305713.731873732,1491
1724305713.735929564,1494
1724305713.740007569,1497
1724305713.744170307,1499
1724305713.748332377,1502
1724305713.752425357,1505
1724305713.756436599,1508
1724305713.760476100,1511
1724305713.764426956,1513
1724305713.768595156,1516
1724305713.772661719,1519
1724305713.776793277,1522
1724305713.780883383,1525
1724305713.784940956,1527
1724305713.789059744,1530
1724305713.793237314,1533
1724305713.797191902,1536
1724305713.801329385,1539
1724305713.805421462,1541
1724305713.809525489,1544
1724305713.813608328,1547
1724305713.816112237,1550
1724305713.819668990,1553
1724305713.823127635,1555
1724305713.827810660,1558
1724305713.831364190,1561
1724305713.836038328,1564
1724305713.839570632,1567
1724305713.844338871,1569
1724305713.847845221,1572
1724305713.852472922,1575
1724305713.856021904,1578
1724305713.860597263,1581
1724305713.864049453,1583
1724305713.868132517,1586
1724305713.872154748,1589
1724305713.876451526,1592
1724305713.880453518,1595
1724305713.884569923,1598
1724305713.888605701,1600
1724305713.892739767,1603
1724305713.896752523,1606
1724305713.900873188,1609
1724305713.905358946,1612
1724305713.909030416,1615
1724305713.913095623,1617
1724305713.917297131,1620
1724305713.921342939,1623
1724305713.925424513,1626
1724305713.929589637,1629
1724305713.933651554,1632
1724305713.937820269,1634
1724305713.941855915,1637
1724305713.945941651,1640
1724305713.950069298,1643
1724305713.954127979,1646
1724305713.958208180,1649
1724305713.962302841,1652
1724305713.966456142,1654
1724305713.970522618,1657
1724305713.974601462,1660
1724305713.978715901,1663
1724305713.982760004,1666
1724305713.986875387,1669
1724305713.991091816,1672
1724305713.995023107,1674
1724305713.999199944,1677
1724305714.003209221,1680
1724305714.007322149,1683
1724305714.011428645,1686
1724305714.015518939,1689
1724305714.019671733,1691
1724305714.023711306,1694
1724305714.027846315,1697
1724305714.031995427,1700
1724305714.036084911,1703
1724305714.040139493,1705
1724305714.044230451,1708
1724305714.048292477,1711
1724305714.052379804,1714
1724305714.056541538,1716
1724305714.060652983,1719
1724305714.064672952,1722
1724305714.068768681,1725
1724305714.072838293,1728
1724305714.077108965,1730
1724305714.081074654,1733
1724305714.085132299,1736
1724305714.089250650,1739
1724305714.093365963,1741
1724305714.097449197,1744
1724305714.101554975,1747
1724305714.105626289,1750
1724305714.109803242,1753
1724305714.113752794,1755
1724305714.117944174,1758
1724305714.122009112,1761
1724305714.126120457,1764
1724305714.130202454,1767
1724305714.134309952,1769
1724305714.138373465,1772
1724305714.142476279,1775
1724305714.146551989,1778
1724305714.150669083,1781
